zat_aktif_1,zat_aktif_2,level
metronidazole,piperacillin,unknown
metronidazole,piroxicam,unknown
metronidazole,pomalidomide,moderate
metronidazole,potassium chloride,unknown
metronidazole,prednisolone,unknown
metronidazole,prednisone,unknown
metronidazole,pregabalin,unknown
metronidazole,promethazine,minor
metronidazole,propofol,minor
metronidazole,pyrazinamide,unknown
metronidazole,ribociclib,minor
metronidazole,rifampicin,moderate
metronidazole,rifapentine,moderate
metronidazole,risperidone,minor
metronidazole,ritonavir,moderate
metronidazole,sevoflurane,minor
metronidazole,simvastatin,moderate
metronidazole,sodium bicarbonate,unknown
metronidazole,sucralfate,unknown
metronidazole,sulfamethoxazole,minor
metronidazole,sulfasalazine,unknown
metronidazole,tacrolimus,moderate
metronidazole,timolol,unknown
metronidazole,tobramycin,unknown
metronidazole,topiramate,unknown
metronidazole,tretinoin,unknown
metronidazole,triamcinolone,unknown
metronidazole,trimethoprim,unknown
metronidazole,valsartan,unknown
metronidazole,voriconazole,minor
metronidazole,zidovudine,unknown
metronidazole,zonisamide,unknown
minoxidil,nifedipine,unknown
minoxidil,nystatin,unknown
minoxidil,ofloxacin,unknown
minoxidil,ondansetron,unknown
minoxidil,paliperidone,moderate
minoxidil,phenobarbital,moderate
minoxidil,potassium chloride,unknown
minoxidil,prednisolone,moderate
minoxidil,prednisone,moderate
minoxidil,pregabalin,unknown
minoxidil,promethazine,moderate
minoxidil,risperidone,moderate
minoxidil,simvastatin,unknown
minoxidil,sodium bicarbonate,unknown
minoxidil,tacrolimus,unknown
minoxidil,tretinoin,unknown
minoxidil,triamcinolone,moderate
minoxidil,valsartan,unknown
mupirocin,nystatin,unknown
mupirocin,ofloxacin,unknown
mupirocin,ondansetron,unknown
mupirocin,potassium chloride,unknown
mupirocin,prednisolone,unknown
mupirocin,prednisone,unknown
mupirocin,promethazine,unknown
mupirocin,propofol,unknown
mupirocin,simvastatin,unknown
mupirocin,sodium bicarbonate,unknown
mupirocin,sucralfate,unknown
mupirocin,tacrolimus,unknown
mupirocin,topiramate,unknown
mupirocin,triamcinolone,unknown
mupirocin,valsartan,unknown
mycophenolate mofetil,sodium bicarbonate,moderate
mycophenolate mofetil,sodium citrate,moderate
mycophenolate mofetil,sulfasalazine,moderate
mycophenolate mofetil,ustekinumab,moderate
mycophenolate mofetil,zinc sulfate,minor
netupitant,paclitaxel,moderate
netupitant,palbociclib,moderate
netupitant,pomalidomide,moderate
netupitant,prednisolone,moderate
netupitant,prednisone,moderate
netupitant,rivaroxaban,moderate
netupitant,simvastatin,moderate
netupitant,tacrolimus,moderate
netupitant,tretinoin,moderate
netupitant,triamcinolone,moderate
nicotinamide,pegaspargase,moderate
nifedipine,nystatin,unknown
nifedipine,ondansetron,unknown
nifedipine,oxaliplatin,unknown
nifedipine,paclitaxel,moderate
nifedipine,palbociclib,moderate
nifedipine,potassium chloride,unknown
nifedipine,prednisolone,moderate
nifedipine,prednisone,moderate
nifedipine,promethazine,moderate
nifedipine,ribociclib,moderate
nifedipine,rivaroxaban,moderate
nifedipine,secukinumab,moderate
nifedipine,simvastatin,moderate
nifedipine,sodium bicarbonate,unknown
nifedipine,sucralfate,unknown
nifedipine,sulfasalazine,unknown
nifedipine,tacrolimus,moderate
nifedipine,tretinoin,unknown
nifedipine,triamcinolone,moderate
nifedipine,ustekinumab,moderate
nimodipine,potassium chloride,unknown
nimodipine,promethazine,moderate
nimodipine,ribociclib,moderate
nimodipine,secukinumab,moderate
nimodipine,simvastatin,unknown
nimodipine,tacrolimus,moderate
nimodipine,ustekinumab,moderate
norethisterone,nystatin,unknown
norethisterone,ondansetron,unknown
norethisterone,pegaspargase,moderate
norethisterone,potassium chloride,unknown
norethisterone,prednisone,unknown
norethisterone,promethazine,unknown
norethisterone,secukinumab,moderate
norethisterone,simvastatin,unknown
norethisterone,sucralfate,unknown
norethisterone,tacrolimus,moderate
norethisterone,triamcinolone,unknown
norethisterone,ustekinumab,moderate
nystatin,ofloxacin,unknown
nystatin,ondansetron,unknown
nystatin,oxaliplatin,unknown
nystatin,oxcarbazepine,unknown
nystatin,paclitaxel,unknown
nystatin,piperacillin,unknown
nystatin,potassium chloride,unknown
nystatin,prednisolone,unknown
nystatin,prednisone,unknown
nystatin,pregabalin,unknown
nystatin,promethazine,unknown
nystatin,propofol,unknown
nystatin,rifampicin,unknown
nystatin,risperidone,unknown
nystatin,ritonavir,unknown
nystatin,simvastatin,unknown
nystatin,sodium bicarbonate,unknown
nystatin,sucralfate,unknown
nystatin,sulfasalazine,unknown
nystatin,tacrolimus,unknown
nystatin,tobramycin,unknown
nystatin,topiramate,unknown
nystatin,tretinoin,unknown
nystatin,triamcinolone,unknown
nystatin,trimethoprim,unknown
nystatin,valsartan,unknown
nystatin,voriconazole,unknown
nystatin,zidovudine,unknown
ofloxacin,ondansetron,moderate
ofloxacin,oxaliplatin,moderate
ofloxacin,oxytocin,moderate
ofloxacin,paclitaxel,minor
ofloxacin,potassium chloride,unknown
ofloxacin,prednisolone,major
ofloxacin,prednisone,major
ofloxacin,promethazine,moderate
ofloxacin,ribociclib,major
ofloxacin,simvastatin,unknown
ofloxacin,sodium bicarbonate,moderate
ofloxacin,sodium citrate,moderate
ofloxacin,sucralfate,moderate
ofloxacin,sulfasalazine,unknown
ofloxacin,tacrolimus,moderate
ofloxacin,tretinoin,minor
ofloxacin,triamcinolone,major
ofloxacin,vilanterol,moderate
ofloxacin,zinc sulfate,moderate
ondansetron,oxaliplatin,moderate
ondansetron,oxcarbazepine,moderate
ondansetron,oxytocin,moderate
ondansetron,paclitaxel,unknown
ondansetron,paliperidone,moderate
ondansetron,piperacillin,unknown
ondansetron,piroxicam,unknown
ondansetron,potassium chloride,unknown
ondansetron,prednisolone,unknown
ondansetron,prednisone,unknown
ondansetron,pregabalin,unknown
ondansetron,promethazine,moderate
ondansetron,propofol,moderate
ondansetron,ribociclib,major
ondansetron,rifampicin,moderate
ondansetron,rifapentine,moderate
ondansetron,risperidone,moderate
ondansetron,ritonavir,unknown
ondansetron,sevoflurane,moderate
ondansetron,simvastatin,unknown
ondansetron,sodium bicarbonate,unknown
ondansetron,sucralfate,unknown
ondansetron,sulfamethoxazole,minor
ondansetron,sulfasalazine,unknown
ondansetron,tacrolimus,moderate
ondansetron,timolol,unknown
ondansetron,tobramycin,unknown
ondansetron,topiramate,unknown
ondansetron,tretinoin,unknown
ondansetron,triamcinolone,unknown
ondansetron,trimethoprim,unknown
ondansetron,tryptophan,major
ondansetron,valsartan,unknown
ondansetron,vilanterol,moderate
ondansetron,voriconazole,moderate
ondansetron,zidovudine,unknown
ondansetron,zonisamide,unknown
oxaliplatin,oxytocin,moderate
oxaliplatin,paclitaxel,moderate
oxaliplatin,paliperidone,moderate
oxaliplatin,pegaspargase,moderate
oxaliplatin,piperacillin,unknown
oxaliplatin,piroxicam,moderate
oxaliplatin,pomalidomide,moderate
oxaliplatin,potassium chloride,unknown
oxaliplatin,prednisolone,unknown
oxaliplatin,prednisone,unknown
oxaliplatin,pregabalin,unknown
oxaliplatin,promethazine,moderate
oxaliplatin,propofol,moderate
oxaliplatin,ribociclib,major
oxaliplatin,risperidone,moderate
oxaliplatin,sevoflurane,moderate
oxaliplatin,simvastatin,moderate
oxaliplatin,sodium bicarbonate,unknown
oxaliplatin,sucralfate,unknown
oxaliplatin,sulfamethoxazole,minor
oxaliplatin,sulfasalazine,moderate
oxaliplatin,tacrolimus,moderate
oxaliplatin,timolol,unknown
oxaliplatin,tobramycin,moderate
oxaliplatin,triamcinolone,unknown
oxaliplatin,ustekinumab,moderate
oxaliplatin,valsartan,unknown
oxaliplatin,vilanterol,moderate
oxaliplatin,voriconazole,moderate
oxaliplatin,zidovudine,moderate
oxcarbazepine,paclitaxel,moderate
oxcarbazepine,palbociclib,moderate
oxcarbazepine,potassium chloride,unknown
oxcarbazepine,prednisolone,moderate
oxcarbazepine,prednisone,moderate
oxcarbazepine,promethazine,moderate
oxcarbazepine,ribociclib,moderate
oxcarbazepine,rivaroxaban,moderate
oxcarbazepine,simvastatin,moderate
oxcarbazepine,sucralfate,unknown
oxcarbazepine,tacrolimus,moderate
oxcarbazepine,tretinoin,moderate
oxcarbazepine,triamcinolone,moderate
oxytocin,paliperidone,moderate
oxytocin,promethazine,moderate
oxytocin,propofol,moderate
oxytocin,risperidone,moderate
oxytocin,sevoflurane,moderate
oxytocin,sulfamethoxazole,minor
oxytocin,tacrolimus,moderate
oxytocin,vilanterol,moderate
oxytocin,voriconazole,moderate
paclitaxel,phenobarbital,moderate
paclitaxel,piperacillin,unknown
paclitaxel,pomalidomide,moderate
paclitaxel,potassium chloride,unknown
paclitaxel,prednisolone,unknown
paclitaxel,prednisone,unknown
paclitaxel,pregabalin,unknown
paclitaxel,promethazine,unknown
paclitaxel,propofol,unknown
paclitaxel,ribociclib,moderate
paclitaxel,rifampicin,moderate
paclitaxel,rifapentine,moderate
paclitaxel,risperidone,unknown
paclitaxel,ritonavir,major
paclitaxel,simvastatin,moderate
paclitaxel,sodium bicarbonate,unknown
paclitaxel,sucralfate,unknown
paclitaxel,sulfasalazine,unknown
paclitaxel,tacrolimus,moderate
paclitaxel,timolol,unknown
paclitaxel,tolvaptan,moderate
paclitaxel,topiramate,unknown
paclitaxel,triamcinolone,unknown
paclitaxel,trimethoprim,moderate
paclitaxel,ustekinumab,moderate
paclitaxel,valsartan,unknown
paclitaxel,voriconazole,moderate
paclitaxel,zidovudine,moderate
palbociclib,phenobarbital,major
palbociclib,ribociclib,moderate
palbociclib,rifampicin,major
palbociclib,rifapentine,major
palbociclib,ritonavir,major
palbociclib,simvastatin,moderate
palbociclib,tacrolimus,moderate
palbociclib,ustekinumab,moderate
palbociclib,voriconazole,major
palbociclib,zanubrutinib,moderate
paliperidone,potassium chloride,unknown
paliperidone,promethazine,moderate
paliperidone,ribociclib,major
paliperidone,simvastatin,unknown
paliperidone,tacrolimus,moderate
paliperidone,vilanterol,moderate
pegaspargase,piroxicam,moderate
pegaspargase,prednisolone,moderate
pegaspargase,prednisone,moderate
pegaspargase,pyrazinamide,moderate
pegaspargase,rifampicin,moderate
pegaspargase,ritonavir,moderate
pegaspargase,rivaroxaban,moderate
pegaspargase,simvastatin,moderate
pegaspargase,sulfadiazine,moderate
pegaspargase,sulfamethoxazole,moderate
pegaspargase,sulfasalazine,moderate
pegaspargase,tolvaptan,moderate
pegaspargase,tretinoin,moderate
pegaspargase,triamcinolone,moderate
pegaspargase,voriconazole,moderate
pegaspargase,zidovudine,moderate
phenobarbital,pomalidomide,moderate
phenobarbital,prednisolone,moderate
phenobarbital,prednisone,moderate
phenobarbital,promethazine,moderate
phenobarbital,ribociclib,major
phenobarbital,rivaroxaban,major
phenobarbital,secukinumab,moderate
phenobarbital,sulfasalazine,minor
phenobarbital,tacrolimus,major
phenobarbital,triamcinolone,moderate
phenobarbital,ustekinumab,moderate
piperacillin,potassium chloride,unknown
piperacillin,prednisolone,unknown
piperacillin,prednisone,unknown
piperacillin,simvastatin,unknown
piperacillin,sucralfate,unknown
piperacillin,tacrolimus,unknown
piroxicam,potassium chloride,moderate
piroxicam,potassium iodide,moderate
piroxicam,prednisolone,moderate
piroxicam,prednisone,moderate
piroxicam,promethazine,unknown
piroxicam,ramucirumab,major
piroxicam,rivaroxaban,major
piroxicam,simvastatin,unknown
piroxicam,streptokinase,moderate
piroxicam,sucralfate,unknown
piroxicam,sulfasalazine,moderate
piroxicam,tacrolimus,major
piroxicam,tenecteplase,moderate
piroxicam,triamcinolone,moderate
pomalidomide,rifampicin,moderate
pomalidomide,rifapentine,moderate
pomalidomide,ritonavir,moderate
pomalidomide,simvastatin,moderate
pomalidomide,tacrolimus,moderate
pomalidomide,ustekinumab,moderate
pomalidomide,voriconazole,moderate
pomalidomide,zidovudine,moderate
potassium chloride,prednisolone,unknown
potassium chloride,prednisone,unknown
potassium chloride,pregabalin,unknown
potassium chloride,promethazine,major
potassium chloride,propofol,unknown
potassium chloride,pyrazinamide,unknown
potassium chloride,rifampicin,unknown
potassium chloride,risperidone,unknown
potassium chloride,ritonavir,unknown
potassium chloride,sevoflurane,unknown
potassium chloride,simvastatin,unknown
potassium chloride,sodium bicarbonate,unknown
potassium chloride,sucralfate,unknown
potassium chloride,sulfadiazine,unknown
potassium chloride,sulfasalazine,unknown
potassium chloride,tacrolimus,unknown
potassium chloride,timolol,unknown
potassium chloride,tobramycin,unknown
potassium chloride,tolvaptan,moderate
potassium chloride,topiramate,unknown
potassium chloride,tretinoin,unknown
potassium chloride,triamcinolone,unknown
potassium chloride,trimethoprim,major
potassium chloride,valsartan,major
potassium chloride,voriconazole,unknown
potassium chloride,zidovudine,unknown
potassium chloride,zonisamide,unknown
potassium iodide,tolvaptan,moderate
potassium iodide,trimethoprim,major
potassium iodide,valsartan,major
prednisolone,prednisone,unknown
prednisolone,pregabalin,unknown
prednisolone,promethazine,unknown
prednisolone,propofol,unknown
prednisolone,pyrazinamide,unknown
prednisolone,ribociclib,moderate
prednisolone,rifampicin,moderate
prednisolone,rifapentine,moderate
prednisolone,risperidone,unknown
prednisolone,ritonavir,moderate
prednisolone,sevoflurane,unknown
prednisolone,simvastatin,unknown
prednisolone,sodium bicarbonate,minor
prednisolone,sucralfate,unknown
prednisolone,sulfasalazine,unknown
prednisolone,tacrolimus,unknown
prednisolone,timolol,moderate
prednisolone,tobramycin,unknown
prednisolone,topiramate,unknown
prednisolone,tretinoin,unknown
prednisolone,triamcinolone,unknown
prednisolone,trimethoprim,unknown
prednisolone,ustekinumab,moderate
prednisolone,valsartan,moderate
prednisolone,vilanterol,minor
prednisolone,voriconazole,moderate
prednisolone,zidovudine,moderate
prednisolone,zinc sulfate,minor
prednisolone,zonisamide,moderate
prednisone,pregabalin,unknown
prednisone,promethazine,unknown
prednisone,propofol,unknown
prednisone,pyrazinamide,unknown
prednisone,ribociclib,moderate
prednisone,rifampicin,moderate
prednisone,rifapentine,moderate
prednisone,risperidone,unknown
prednisone,ritonavir,moderate
prednisone,simvastatin,unknown
prednisone,sodium bicarbonate,minor
prednisone,sucralfate,unknown
prednisone,sulfadiazine,unknown
prednisone,sulfasalazine,unknown
prednisone,tacrolimus,moderate
prednisone,timolol,moderate
prednisone,tobramycin,unknown
prednisone,topiramate,unknown
prednisone,tretinoin,unknown
prednisone,triamcinolone,unknown
prednisone,trimethoprim,unknown
prednisone,ustekinumab,moderate
prednisone,valsartan,moderate
prednisone,vilanterol,minor
prednisone,voriconazole,moderate
prednisone,zidovudine,moderate
prednisone,zinc sulfate,minor
prednisone,zonisamide,unknown
pregabalin,promethazine,moderate
pregabalin,simvastatin,unknown
pregabalin,sodium bicarbonate,unknown
pregabalin,sucralfate,unknown
pregabalin,sulfasalazine,unknown
pregabalin,tacrolimus,unknown
pregabalin,tretinoin,unknown
pregabalin,triamcinolone,unknown
promethazine,propofol,moderate
promethazine,ribociclib,major
promethazine,rifampicin,unknown
promethazine,risperidone,moderate
promethazine,ritonavir,moderate
promethazine,sevoflurane,moderate
promethazine,simvastatin,unknown
promethazine,sodium bicarbonate,unknown
promethazine,sucralfate,minor
promethazine,sulfamethoxazole,minor
promethazine,sulfasalazine,unknown
promethazine,tacrolimus,moderate
promethazine,timolol,moderate
promethazine,tobramycin,unknown
promethazine,topiramate,major
promethazine,tretinoin,unknown
promethazine,triamcinolone,unknown
promethazine,trimethoprim,unknown
promethazine,valsartan,moderate
promethazine,vilanterol,moderate
promethazine,voriconazole,moderate
promethazine,zidovudine,unknown
promethazine,zonisamide,major
propofol,ribociclib,moderate
propofol,simvastatin,unknown
propofol,sodium bicarbonate,unknown
propofol,sucralfate,unknown
propofol,tacrolimus,moderate
propofol,triamcinolone,unknown
propofol,vilanterol,moderate
pyrazinamide,sulfasalazine,unknown
pyrazinamide,tacrolimus,unknown
pyrimethamine,ritonavir,unknown
pyrimethamine,sodium bicarbonate,moderate
pyrimethamine,sulfadiazine,moderate
pyrimethamine,sulfamethoxazole,moderate
pyrimethamine,sulfasalazine,moderate
pyrimethamine,trimethoprim,moderate
pyrimethamine,zidovudine,moderate
ramucirumab,rivaroxaban,major
ramucirumab,streptokinase,major
ramucirumab,tenecteplase,major
ramucirumab,zanubrutinib,major
ribociclib,rifampicin,major
ribociclib,rifapentine,major
ribociclib,risperidone,major
ribociclib,ritonavir,major
ribociclib,rivaroxaban,moderate
ribociclib,sevoflurane,major
ribociclib,simvastatin,moderate
ribociclib,sulfamethoxazole,minor
ribociclib,sulfasalazine,moderate
ribociclib,tacrolimus,major
ribociclib,tolvaptan,moderate
ribociclib,tretinoin,moderate
ribociclib,triamcinolone,moderate
ribociclib,ustekinumab,moderate
ribociclib,vilanterol,major
ribociclib,voriconazole,major
ribociclib,zanubrutinib,major
ribociclib,zidovudine,moderate
ribociclib,zonisamide,moderate
rifampicin,rivaroxaban,major
rifampicin,simvastatin,major
rifampicin,sodium bicarbonate,moderate
rifampicin,tacrolimus,major
rifampicin,triamcinolone,moderate
rifapentine,rivaroxaban,major
rifapentine,simvastatin,moderate
rifapentine,tacrolimus,major
rifapentine,tretinoin,moderate
rifapentine,triamcinolone,moderate
risperidone,simvastatin,unknown
risperidone,sodium bicarbonate,unknown
risperidone,sucralfate,unknown
risperidone,sulfasalazine,unknown
risperidone,tacrolimus,moderate
risperidone,tretinoin,unknown
risperidone,triamcinolone,unknown
